subjectID,HIP-rh,AMY-rh,pTHA-rh,aTHA-rh,NAc-rh,GP-rh,PUT-rh,CAU-rh,HIP-lh,AMY-lh,pTHA-lh,aTHA-lh,NAc-lh,GP-lh,PUT-lh,CAU-lh
sub-IXI635,0.6344923,0.8113327,0.38315013,0.3408071,0.83238995,0.20145385,0.7009359,0.6503149,0.6977262,0.7953931,0.383114,0.38641408,0.83989793,0.09735484,0.68301046,0.7431309
sub-IXI129,0.61055356,0.72746277,0.39563188,0.4200085,0.6622074,0.13189565,0.52265644,0.5055295,0.6282007,0.75137395,0.42917803,0.46008724,0.7235616,0.06242556,0.49842688,0.61055154
sub-IXI202,0.561193,0.6642271,0.37870753,0.4171341,0.56979203,0.14983237,0.44986418,0.44731963,0.5812233,0.71311843,0.40167737,0.46254033,0.57896423,0.059553035,0.42204142,0.5222098
sub-IXI103,0.6450461,0.7375054,0.3962679,0.39000037,0.6496041,0.13483793,0.61398494,0.48859584,0.5867015,0.7062806,0.3691965,0.37681332,0.654673,0.051728383,0.5432238,0.545174
sub-IXI438,0.54249406,0.66409063,0.31945172,0.32007387,0.6244082,0.093443155,0.4825062,0.49516937,0.5456693,0.67882603,0.3604914,0.37616605,0.6053028,0.055997834,0.4298582,0.52180463
sub-IXI324,0.60887885,0.66619575,0.44101518,0.40728635,0.62106913,0.15789445,0.5438809,0.47916505,0.59306914,0.65142095,0.46322086,0.40643808,0.60381764,0.085929036,0.5014195,0.5503806
sub-IXI653,0.5893254,0.7194391,0.38423055,0.41640437,0.6251711,0.15949467,0.5555294,0.4943297,0.5979477,0.74595016,0.44154796,0.4373535,0.6350981,0.06787663,0.54586285,0.551631
sub-IXI331,0.66173583,0.61660635,0.49072155,0.48871985,0.72494423,0.07988234,0.5705742,0.5235051,0.6559918,0.5939179,0.5038962,0.5212176,0.7734111,0.012723067,0.45412686,0.5903701
sub-IXI377,0.50300276,0.6192014,0.376512,0.42565477,0.54596007,0.09706353,0.47109818,0.40487483,0.52532923,0.58229315,0.39460957,0.42179894,0.5539024,0.057032093,0.46394378,0.45470855
sub-IXI592,0.5899962,0.6860704,0.39093176,0.4348825,0.6365652,0.10884226,0.53453887,0.4814986,0.57297623,0.71595436,0.42462823,0.51166034,0.61332923,0.052269638,0.50650257,0.56969184
sub-IXI069,0.5055704,0.58049756,0.34207094,0.34495065,0.59196246,0.113205224,0.53612816,0.4888983,0.50245184,0.5734559,0.3715299,0.3803919,0.62383413,0.059910685,0.4803661,0.5599935
sub-IXI395,0.69724053,0.7653172,0.42394438,0.43117052,0.7050245,0.10854971,0.63276196,0.49809918,0.6771779,0.7013988,0.45345545,0.4789991,0.7210786,0.025345795,0.49568826,0.57126206
sub-IXI637,0.5953374,0.63902694,0.4263525,0.47032884,0.6578511,0.17851529,0.54093677,0.45979604,0.5607912,0.6105676,0.48452607,0.46547538,0.6113178,0.071095854,0.5250215,0.52260745
sub-IXI536,0.51609343,0.61520416,0.4376193,0.47324425,0.57461774,0.11958235,0.43271804,0.45858523,0.5259596,0.58677804,0.47112232,0.4492752,0.5852072,0.09052242,0.42245293,0.53461605
sub-IXI313,0.591622,0.6775715,0.38408554,0.34093678,0.590058,0.1252014,0.4711253,0.45294923,0.5985803,0.6411546,0.41390553,0.39715493,0.63786405,0.05011569,0.44337073,0.46666035
sub-IXI178,0.5400805,0.64633185,0.40654188,0.3972242,0.5861061,0.10844499,0.53411376,0.45308313,0.5395188,0.5995458,0.4140533,0.39923897,0.61034954,0.056636304,0.49524564,0.48755783
sub-IXI266,0.49582994,0.615766,0.44740784,0.5388063,0.49628505,0.088336274,0.40048108,0.37298092,0.5021926,0.59125787,0.4480431,0.5345596,0.51479095,0.030745951,0.3876408,0.42786554
sub-IXI167,0.5132403,0.54337645,0.35407662,0.3435762,0.5552604,0.1056751,0.42048967,0.4675333,0.5057262,0.50874335,0.41225705,0.36674577,0.5336342,0.04929113,0.41920832,0.44717678
sub-IXI380,0.53543645,0.5942293,0.4264207,0.45154196,0.5361783,0.26647043,0.51241004,0.4470044,0.52435803,0.5974863,0.44906414,0.40797535,0.5758154,0.18592031,0.47402322,0.46091795
sub-IXI041,0.53823483,0.68448085,0.42730728,0.44056687,0.6508762,0.17696922,0.511591,0.515269,0.59910005,0.72611696,0.45577243,0.44271308,0.6987039,0.097168006,0.513539,0.61289203
sub-IXI443,0.48372787,0.51674885,0.25450054,0.23246352,0.5791002,0.19405161,0.47478855,0.427598,0.47122392,0.45545572,0.30522063,0.21320699,0.3328023,0.047777183,0.43841973,0.44742045
sub-IXI375,0.48358846,0.5678645,0.2984404,0.35557598,0.48634332,0.08141454,0.39259046,0.40658587,0.49321273,0.5603202,0.3362676,0.41568944,0.5469309,0.046250116,0.38326487,0.4986235
sub-IXI430,0.50099885,0.40465754,0.33216402,0.37626,0.44426352,0.053767912,0.34638786,0.4290931,0.44315532,0.33708477,0.32995093,0.40920314,0.566749,0.0086376695,0.29343686,0.48866314
sub-IXI333,0.6111929,0.6659151,0.40802467,0.4605893,0.6835841,0.081108876,0.58567715,0.51111835,0.6095145,0.58413714,0.435235,0.49362004,0.7087853,0.011786647,0.48719075,0.58618987
sub-IXI253,0.6236723,0.71981585,0.40606833,0.43615988,0.70546085,0.09621609,0.49919012,0.6171448,0.61496973,0.6880326,0.45482424,0.43928683,0.75191474,0.025145017,0.4348137,0.66021264
sub-IXI651,0.51653063,0.5792584,0.41102815,0.44557613,0.55250764,0.074177854,0.46294478,0.41304642,0.49681145,0.5722578,0.46199352,0.46580032,0.5440826,0.03212157,0.45385242,0.45578182
sub-IXI038,0.6222439,0.68764484,0.42850032,0.36120555,0.6856403,0.13933742,0.6095836,0.53949463,0.6231201,0.68097043,0.4422501,0.40183833,0.68985575,0.06607572,0.58125097,0.5874249
sub-IXI463,0.5899072,0.63413846,0.3357287,0.4368447,0.6478157,0.19159922,0.56381416,0.56200486,0.5436132,0.5526888,0.40938056,0.49295965,0.6245391,0.110478275,0.42708784,0.5862145
sub-IXI326,0.5226426,0.5724331,0.36030412,0.4000895,0.6924426,0.20869347,0.50345576,0.64019614,0.5157885,0.5583391,0.40211132,0.38407114,0.5371543,0.076943316,0.42058897,0.28967854
sub-IXI101,0.6264821,0.67340976,0.39464122,0.35267323,0.70886195,0.18618245,0.5480925,0.5533985,0.64782923,0.68506634,0.42929563,0.37387386,0.7321968,0.15419133,0.52546793,0.61874753
sub-IXI252,0.5319512,0.5195273,0.32022557,0.32737872,0.49218088,0.14401364,0.3643451,0.4172961,0.5198576,0.52246314,0.32788432,0.3580429,0.5023091,0.124968,0.4338483,0.47385377
sub-IXI153,0.5628196,0.68828,0.3659753,0.35775927,0.6715079,0.1359189,0.5509865,0.44471908,0.59394,0.70138323,0.4022173,0.40126932,0.71090555,0.07224966,0.56665576,0.51757026
sub-IXI332,0.59547746,0.61406106,0.41882917,0.5057361,0.60608506,0.06255458,0.52615726,0.5135478,0.5922397,0.6324515,0.4531323,0.53067225,0.63072175,0.009547325,0.41467664,0.5632346
sub-IXI591,0.5141673,0.5801316,0.4127626,0.43640202,0.5193189,0.093021214,0.46922415,0.4012976,0.5114958,0.5753944,0.44068012,0.451142,0.5840079,0.040214606,0.4403875,0.46687555
sub-IXI201,0.52953434,0.59805685,0.39599946,0.3903852,0.5891393,0.13215742,0.49125016,0.4387756,0.54679835,0.6153233,0.4176316,0.41258907,0.5897317,0.07521454,0.4684164,0.52454036
sub-IXI100,0.6614864,0.7220167,0.5002483,0.48259816,0.6007024,0.09747699,0.4939036,0.48265097,0.64815515,0.6887979,0.5801423,0.506746,0.63691086,0.042220496,0.48215568,0.5060159
sub-IXI338,0.5090129,0.55677426,0.32779208,0.34674102,0.53710264,0.20667323,0.49480185,0.4497942,0.504857,0.5736341,0.42043656,0.40040842,0.57666016,0.09316494,0.4961257,0.5287749
sub-IXI462,0.52701473,0.5165003,0.28651783,0.26484692,0.5522307,0.115345426,0.380724,0.52101076,0.48804185,0.44976756,0.28413603,0.29321077,0.5966664,0.05724816,0.31960353,0.56334335
sub-IXI629,0.5438479,0.6150625,0.41053557,0.43104202,0.6816654,0.09154324,0.52442884,0.49011642,0.5762426,0.603311,0.47607172,0.39650503,0.6912872,0.0620844,0.5436661,0.5463895
sub-IXI571,0.6265448,0.5640474,0.41367203,0.48927784,0.5359841,0.05570952,0.3610574,0.50074106,0.614953,0.5378642,0.41255057,0.53162533,0.62527126,0.004519291,0.29194024,0.55357885
sub-IXI636,0.54666954,0.5916792,0.33777964,0.28246826,0.6968168,0.10376742,0.51778346,0.5469902,0.55262876,0.625477,0.35435072,0.29709786,0.66996294,0.04012968,0.5184099,0.56315976
sub-IXI040,0.5502462,0.59658724,0.3483973,0.3717836,0.61593735,0.12699702,0.50227994,0.47969472,0.55574787,0.6081439,0.41148087,0.3952878,0.60699993,0.06201901,0.49221143,0.52734363
sub-IXI278,0.64224136,0.74241245,0.45691437,0.49958044,0.73982036,0.16197453,0.59727454,0.57508546,0.656703,0.7275143,0.503974,0.48486835,0.7240489,0.060941525,0.6172145,0.59267557
sub-IXI381,0.49847773,0.54089487,0.35424516,0.27599752,0.49603873,0.085687086,0.39938948,0.43185627,0.48471388,0.51545227,0.31015322,0.25497568,0.5004826,0.08812179,0.37717572,0.47626057
sub-IXI080,0.5410729,0.608676,0.37175515,0.3813406,0.5864591,0.15374553,0.5327452,0.42507896,0.5460441,0.61616284,0.4021964,0.4147968,0.5492006,0.06754024,0.48467723,0.4751446
sub-IXI179,0.62589,0.7033477,0.4370369,0.36824065,0.6692861,0.13392751,0.58769363,0.5271142,0.57573986,0.6922857,0.44139996,0.38132957,0.7434124,0.06322449,0.54075307,0.60992074
